業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/05/11,月,平日,,晴,25.0,15.0,計,435147,500000,0.8703,0.9789,519727,0.8373,188,76,2314.6,2.14,250,0.7520,231,0.8139,0,,0.0000,0.1985,0,104342,0.2398,0.1842,0.2398,0.3827,4635,5633.0,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/05/12,火,平日,,曇,26.0,18.0,計,438498,500000,0.8770,0.9731,697805,0.6284,175,78,2505.7,1.99,250,0.7000,253,0.6917,0,,0.0000,0.1884,0,100822,0.2299,0.1865,0.2299,0.3749,4474,5880.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/01,金,平日,,曇,19.0,15.0,計,146985,170000,0.8646,0.8646,176969,0.8306,73,40,2013.5,0.83,89,0.8202,84,0.8690,0,210391,1.4314,1.4314,0,67346,0.4582,0.4582,1.8896,1.8896,2970,2969.4,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/02,土,土曜,,晴,23.0,13.0,計,339644,430000,0.7899,0.8110,178868,1.8989,162,73,2096.6,1.84,226,0.7168,93,1.7419,0,69709,0.2052,0.5756,0,101814,0.2998,0.3476,0.5050,0.9232,4391,4641.0,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/03,日,日祝,,雨,21.0,17.0,計,420600,360000,1.1683,0.9450,460306,0.9137,203,77,2071.9,2.31,189,1.0741,229,0.8865,0,10600,0.0252,0.3204,0,110432,0.2626,0.3082,0.2878,0.6286,4744,5319.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/04,月,日祝,,晴,22.0,16.0,計,432558,400000,1.0814,0.9851,384936,1.1237,211,80,2050.0,2.40,211,1.0000,211,1.0000,0,150737,0.3485,0.3295,0,107585,0.2487,0.2890,0.5972,0.6185,4651,5580.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/05,火,日祝,,晴,23.0,10.0,計,480965,270000,1.7814,1.1170,435877,1.1034,246,89,1955.1,2.80,142,1.7324,215,1.1442,0,50146,0.1043,0.2700,0,117857,0.2450,0.2774,0.3493,0.5474,5064,5698.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/06,水,日祝,,曇,20.0,14.0,計,361789,280000,1.2921,1.1427,290974,1.2434,186,73,1945.1,2.11,147,1.2653,137,1.3577,0,15580,0.0431,0.2324,0,97339,0.2690,0.2760,0.3121,0.5084,4148,5233.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/07,木,平日,,晴,27.0,16.0,計,94173,100000,0.9417,1.1327,104399,0.9020,52,31,1811.0,0.59,53,0.9811,54,0.9630,0,24112,0.2560,0.2334,0,56596,0.6010,0.2894,0.8570,0.5228,2617,2159.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/08,金,平日,,曇,23.0,17.0,計,177400,230000,0.7713,1.0956,241923,0.7333,96,48,1847.9,1.09,121,0.7934,139,0.6906,0,26170,0.1475,0.2271,0,57780,0.3257,0.2921,0.4732,0.5192,2560,4157.8,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/09,土,土曜,,晴,22.0,14.0,計,289326,300000,0.9644,1.0801,323974,0.8931,148,68,1954.9,1.68,158,0.9367,167,0.8862,0,22484,0.0777,0.2114,0,93130,0.3219,0.2952,0.3996,0.5066,3966,4377.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/10,日,日祝,,晴,24.0,12.0,計,271854,300000,0.9062,1.0617,320891,0.8472,143,64,1901.1,1.63,158,0.9051,163,0.8773,0,,0.0000,0.1923,0,94897,0.3491,0.3001,0.3491,0.4924,4011,4066.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/11,月,平日,,晴,25.0,15.0,計,123623,110000,1.1238,1.0640,124635,0.9919,71,40,1741.2,0.81,58,1.2241,63,1.1270,0,30906,0.2500,0.1946,0,58259,0.4713,0.3068,0.7213,0.5014,2466,3007.9,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/05/12,火,平日,,曇,25.0,17.0,計,122780,100000,1.2278,1.0694,107539,1.1417,72,38,1705.3,0.82,53,1.3585,59,1.2203,0,19667,0.1602,0.1933,0,49735,0.4051,0.3105,0.5653,0.5038,2313,3185.0,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/01,金,平日,,雨,20.0,14.0,計,320040,200000,1.6002,1.6002,277119,1.1549,108,49,2963.3,3.18,129,0.8372,125,0.8640,0,270459,0.8451,0.8451,0,60148,0.1879,0.1879,1.0330,1.0330,2587,7422.7,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/02,土,土曜,,晴,24.0,12.0,計,359849,380000,0.9470,1.1722,280811,1.2815,151,61,2383.1,4.44,293,0.5154,119,1.2689,0,85987,0.2390,0.5243,0,73005,0.2029,0.1958,0.4418,0.7201,3209,6728.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/03,日,日祝,,雨,22.0,16.0,計,454549,380000,1.1962,1.1817,456401,0.9959,175,71,2597.4,5.15,304,0.5757,184,0.9511,0,3060,0.0067,0.3169,0,72851,0.1603,0.1816,0.1670,0.4985,3131,8710.6,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/04,月,日祝,,晴,22.0,14.0,計,454685,380000,1.1965,1.1859,433363,1.0492,190,73,2393.1,5.59,304,0.6250,179,1.0615,0,34280,0.0754,0.2478,0,75404,0.1658,0.1771,0.2412,0.4249,3286,8302.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/05,火,日祝,,晴,23.0,10.0,計,493373,350000,1.4096,1.2322,391790,1.2593,196,78,2517.2,5.76,280,0.7000,156,1.2564,0,20333,0.0412,0.1989,0,92752,0.1880,0.1797,0.2292,0.3785,4103,7214.8,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/06,水,日祝,,曇,20.0,14.0,計,388320,350000,1.1095,1.2112,253426,1.5323,142,66,2734.6,4.18,280,0.5071,114,1.2456,0,3180,0.0082,0.1689,0,71615,0.1844,0.1804,0.1926,0.3493,3109,7494.1,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/07,木,平日,,晴,27.0,14.0,計,141726,150000,0.9448,1.1929,179260,0.7906,51,30,2778.9,1.50,97,0.5258,78,0.6538,0,122643,0.8654,0.2067,0,54695,0.3859,0.1916,1.2513,0.3982,2310,3681.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/08,金,平日,,曇,24.0,17.0,計,139034,150000,0.9269,1.1759,275721,0.5043,67,30,2075.1,1.97,97,0.6907,109,0.6147,0,112441,0.8087,0.2371,0,50485,0.3631,0.2002,1.1718,0.4373,2306,3617.5,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/09,土,土曜,,晴,22.0,14.0,計,266098,370000,0.7192,1.1135,299846,0.8874,128,53,2078.9,3.76,285,0.4491,130,0.9846,0,12649,0.0475,0.2204,0,63347,0.2381,0.2036,0.2856,0.4239,2774,5755.5,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/10,日,日祝,,晴,24.0,11.0,計,180103,350000,0.5146,1.0450,322631,0.5582,75,40,2401.4,2.21,280,0.2679,129,0.5814,0,3060,0.0170,0.2089,0,63803,0.3543,0.2121,0.3712,0.4210,2806,3851.1,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/11,月,平日,,晴,27.0,13.0,計,194076,200000,0.9704,1.0404,191739,1.0122,81,35,2396.0,2.38,129,0.6279,98,0.8265,0,3430,0.0177,0.1980,0,51695,0.2664,0.2152,0.2840,0.4131,2223,5238.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/05/12,火,平日,,晴,27.0,18.0,計,179808,200000,0.8990,1.0323,138128,1.3017,69,33,2605.9,2.03,129,0.5349,71,0.9718,0,,0.0000,0.1880,0,52552,0.2923,0.2190,0.2923,0.4071,2384,4525.4,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/01,金,平日,,晴,19.0,15.0,計,283017,180000,1.5723,1.5723,299315,0.9455,126,77,2246.2,2.25,100,1.2600,163,0.7730,0,369282,1.3048,1.3048,0,69670,0.2462,0.2462,1.5510,1.5510,2991,5677.4,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/02,土,土曜,,晴,23.0,13.0,計,380154,250000,1.5206,1.5423,310880,1.2228,170,81,2236.2,3.04,138,1.2319,149,1.1409,0,73161,0.1925,0.6672,0,99692,0.2622,0.2554,0.4547,0.9225,4085,5583.7,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/03,日,日祝,,雨,22.0,16.0,計,326826,270000,1.2105,1.4143,457795,0.7139,148,68,2208.3,2.64,150,0.9867,211,0.7014,0,,0.0000,0.4469,0,100819,0.3085,0.2729,0.3085,0.7198,4110,4771.2,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/04,月,日祝,,晴,22.0,16.0,計,444945,270000,1.6479,1.4793,503308,0.8840,207,94,2149.5,3.70,150,1.3800,244,0.8484,0,153817,0.3457,0.4155,0,92909,0.2088,0.2530,0.5545,0.6686,3808,7010.7,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/05,火,日祝,,晴,22.0,11.0,計,398845,250000,1.5954,1.5031,464998,0.8577,180,86,2215.8,3.21,138,1.3043,212,0.8491,0,24012,0.0602,0.3382,0,103312,0.2590,0.2543,0.3192,0.5926,4222,5668.1,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/06,水,日祝,,曇,20.0,14.0,計,236523,240000,0.9855,1.4180,355521,0.6653,104,51,2274.3,1.86,133,0.7820,180,0.5778,0,1440,0.0061,0.3003,0,86093,0.3640,0.2669,0.3701,0.5672,3544,4004.3,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/07,木,平日,,晴,26.0,16.0,計,196643,140000,1.4046,1.4168,255928,0.7684,97,57,2027.2,1.73,77,1.2597,134,0.7239,0,1530,0.0078,0.2749,0,59382,0.3020,0.2699,0.3098,0.5448,2615,4511.9,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/08,金,平日,,曇,23.0,18.0,計,211454,160000,1.3216,1.4082,223397,0.9465,104,58,2033.2,1.86,88,1.1818,123,0.8455,0,12122,0.0573,0.2564,0,58784,0.2780,0.2706,0.3353,0.5270,2441,5197.6,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/09,土,土曜,,晴,21.0,14.0,計,253202,240000,1.0550,1.3658,425919,0.5945,134,71,1889.6,2.39,133,1.0075,202,0.6634,0,51768,0.2045,0.2515,0,86739,0.3426,0.2773,0.5470,0.5288,3562,4265.1,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/10,日,日祝,,晴,23.0,13.0,計,343019,260000,1.3193,1.3605,340522,1.0073,158,77,2171.0,2.82,144,1.0972,167,0.9461,0,,0.0000,0.2235,0,94196,0.2746,0.2770,0.2746,0.5005,3818,5390.6,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/11,月,平日,,晴,24.0,15.0,計,199278,150000,1.3285,1.3585,265768,0.7498,101,60,1973.0,1.80,83,1.2169,150,0.6733,0,,0.0000,0.2099,0,56185,0.2819,0.2773,0.2819,0.4872,2507,4769.3,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/05/12,火,平日,,曇,25.0,17.0,計,138713,150000,0.9248,1.3331,200956,0.6903,77,51,1801.5,1.38,83,0.9277,109,0.7064,0,,0.0000,0.2014,0,59137,0.4263,0.2833,0.4263,0.4847,2508,3318.5,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/01,金,平日,,曇,19.0,15.0,計,232512,170000,1.3677,1.3677,172401,1.3487,124,58,1875.1,2.34,0,,105,1.1810,0,230464,0.9912,0.9912,0,70904,0.3049,0.3049,1.2961,1.2961,3160,4414.8,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/02,土,土曜,,晴,24.0,12.0,計,419737,400000,1.0493,1.1443,244504,1.7167,224,92,1873.8,4.23,0,,127,1.7638,0,90457,0.2155,0.4920,0,94734,0.2257,0.2539,0.4412,0.7460,4225,5960.8,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/03,日,日祝,,雨,21.0,15.0,計,441612,450000,0.9814,1.0724,442975,0.9969,226,79,1954.0,4.26,0,,217,1.0415,0,,0.0000,0.2934,0,97526,0.2208,0.2406,0.2208,0.5340,4420,5994.7,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/04,月,日祝,,晴,20.0,14.0,計,511144,400000,1.2779,1.1303,427337,1.1961,262,102,1950.9,4.94,0,,213,1.2300,0,180468,0.3531,0.3124,0,101661,0.1989,0.2273,0.5520,0.5397,4564,6719.7,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/05,火,日祝,,晴,23.0,9.0,計,457107,250000,1.8284,1.2348,411741,1.1102,261,98,1751.4,4.92,0,,207,1.2609,0,29838,0.0653,0.2576,0,99303,0.2172,0.2251,0.2825,0.4827,4390,6247.5,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/06,水,日祝,,曇,20.0,13.0,計,316420,200000,1.5821,1.2719,304176,1.0403,173,72,1829.0,3.26,0,,161,1.0745,0,20720,0.0655,0.2321,0,83520,0.2640,0.2302,0.3294,0.4623,3732,5087.1,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/07,木,平日,,晴,27.0,14.0,計,187147,160000,1.1697,1.2639,213614,0.8761,105,56,1782.4,1.98,0,,114,0.9211,0,43305,0.2314,0.2320,0,58444,0.3123,0.2362,0.5437,0.4682,2655,4229.3,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/08,金,平日,,曇,24.0,17.0,計,170604,160000,1.0663,1.2494,123675,1.3795,93,45,1834.5,1.75,0,,68,1.3676,0,45764,0.2682,0.2343,0,53764,0.3151,0.2412,0.5834,0.4754,2438,4198.6,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/09,土,土曜,,晴,23.0,14.0,計,270432,300000,0.9014,1.2075,249090,1.0857,151,75,1790.9,2.85,0,,142,1.0634,0,39081,0.1445,0.2262,0,84276,0.3116,0.2475,0.4561,0.4737,3789,4282.4,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/10,日,日祝,,晴,25.0,11.0,計,348303,280000,1.2439,1.2112,305347,1.1407,186,86,1872.6,3.51,0,,147,1.2653,0,,0.0000,0.2027,0,85204,0.2446,0.2472,0.2446,0.4499,3802,5496.6,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/11,月,平日,,晴,26.0,13.0,計,143361,160000,0.8960,1.1940,147648,0.9710,86,44,1667.0,1.62,0,,81,1.0617,0,,0.0000,0.1944,0,56289,0.3926,0.2532,0.3926,0.4476,2468,3485.3,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/05/12,火,平日,,晴,27.0,16.0,計,162236,160000,1.0140,1.1847,156191,1.0387,90,47,1802.6,1.70,0,,85,1.0588,0,,0.0000,0.1858,0,56301,0.3470,0.2573,0.3470,0.4431,2517,3867.4,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/01,金,平日,,晴,19.0,15.0,計,229208,330000,0.6946,0.6946,226279,1.0129,75,34,3056.1,1.56,110,0.6818,79,0.9494,0,99333,0.4334,0.4334,0,52333,0.2283,0.2283,0.6617,0.6617,2257,6093.3,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/02,土,土曜,,晴,23.0,13.0,計,444915,500000,0.8898,0.8122,338507,1.3143,137,57,3247.6,2.85,166,0.8253,127,1.0787,0,35669,0.0802,0.2003,0,84658,0.1903,0.2032,0.2704,0.4035,3615,7384.5,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/03,日,日祝,,雨,21.0,17.0,計,542114,480000,1.1294,0.9284,630853,0.8593,177,77,3062.8,3.69,160,1.1063,232,0.7629,0,,0.0000,0.1110,0,92666,0.1709,0.1888,0.1709,0.2998,4048,8035.3,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/04,月,日祝,,晴,21.0,16.0,計,601445,450000,1.3365,1.0328,446335,1.3475,217,87,2771.6,4.52,150,1.4467,184,1.1793,0,47856,0.0796,0.1006,0,89742,0.1492,0.1757,0.2288,0.2763,3853,9365.9,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/05,火,日祝,,晴,24.0,11.0,計,417871,420000,0.9949,1.0255,355430,1.1757,148,67,2823.5,3.08,140,1.0571,128,1.1563,0,30465,0.0729,0.0954,0,85751,0.2052,0.1812,0.2781,0.2767,3663,6844.7,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/06,水,日祝,,曇,20.0,14.0,計,245654,380000,0.6465,0.9692,397856,0.6174,93,36,2641.4,1.94,126,0.7381,149,0.6242,0,14240,0.0580,0.0917,0,69975,0.2849,0.1915,0.3428,0.2832,3043,4843.7,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/07,木,平日,,晴,27.0,16.0,計,125421,180000,0.6968,0.9513,116214,1.0792,42,20,2986.2,0.88,60,0.7000,38,1.1053,0,19245,0.1534,0.0947,0,40695,0.3245,0.1979,0.4779,0.2926,1748,4305.1,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/08,金,平日,,曇,23.0,17.0,計,205626,280000,0.7344,0.9312,278795,0.7376,50,16,4112.5,1.04,93,0.5376,82,0.6098,0,6262,0.0305,0.0900,0,46017,0.2238,0.1998,0.2542,0.2898,1918,6432.5,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/09,土,土曜,,晴,22.0,15.0,計,392199,380000,1.0321,0.9425,349323,1.1227,135,57,2905.2,2.81,126,1.0714,134,1.0075,0,,0.0000,0.0790,0,74744,0.1906,0.1987,0.1906,0.2776,3191,7374.5,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/10,日,日祝,,晴,24.0,13.0,計,,360000,0.0000,0.8522,329045,0.0000,,,,0,120,0.0000,123,0.0000,0,,,0.0790,0,72999,,0.2214,,0.3004,3183,0,,,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/11,月,平日,,晴,25.0,15.0,計,,0,,0.8522,,,,,,0,0,,,,0,,,0.0790,0,0,,0.2214,,0.3004,0,,,,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/05/12,火,平日,,曇,26.0,18.0,計,,220000,0.0000,0.8051,224378,0.0000,,,,0,73,0.0000,82,0.0000,0,,,0.0790,0,36285,,0.2328,,0.3117,1509,0,,,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/01,金,平日,,晴,19.0,11.0,計,373103,250000,1.4924,1.4924,189309,1.9709,61,25,6116.4,1.22,35,1.7429,28,2.1786,0,172907,0.4634,0.4634,0,105456,0.2826,0.2826,0.7461,0.7461,4515,4958.2,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/02,土,土曜,,晴,26.0,13.0,計,415156,500000,0.8303,1.0510,397457,1.0445,73,26,5687.1,1.46,90,0.8111,73,1.0000,0,375063,0.9034,0.6952,0,124990,0.3011,0.2923,1.2045,0.9875,5407,4606.9,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/03,日,日祝,,曇,23.0,17.0,計,593051,500000,1.1861,1.1050,551870,1.0746,98,33,6051.5,1.96,90,1.0889,88,1.1136,0,,0.0000,0.3967,0,131092,0.2210,0.2617,0.2210,0.6584,5450,6529.0,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/04,月,日祝,,晴,27.0,19.0,計,346111,500000,0.6922,0.9871,411449,0.8412,61,27,5674.0,1.22,90,0.6778,63,0.9683,0,43997,0.1271,0.3427,0,111160,0.3212,0.2736,0.4483,0.6163,4761,4361.8,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/05,火,日祝,,晴,22.0,13.0,計,669888,500000,1.3398,1.0655,656927,1.0197,104,37,6441.2,2.08,90,1.1556,113,0.9204,0,6248,0.0093,0.2495,0,132561,0.1979,0.2525,0.2072,0.5020,5543,7251.2,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/06,水,日祝,,曇,21.0,15.0,計,318955,500000,0.6379,0.9877,415213,0.7682,62,24,5144.4,1.24,90,0.6889,78,0.7949,0,104715,0.3283,0.2588,0,128048,0.4015,0.2700,0.7298,0.5288,5452,3510.1,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/07,木,平日,,曇,24.0,17.0,計,146202,200000,0.7310,0.9703,202852,0.7207,20,10,7310.1,0.40,20,1.0000,29,0.6897,0,150090,1.0266,0.2980,0,70617,0.4830,0.2809,1.5096,0.5789,3088,2840.7,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/08,金,平日,,晴,24.0,19.0,計,201686,250000,0.8067,0.9575,164201,1.2283,40,16,5042.2,0.80,35,1.1429,30,1.3333,0,81141,0.4023,0.3049,0,87704,0.4349,0.2910,0.8372,0.5959,3720,3253.0,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/09,土,土曜,,晴,22.0,17.0,計,497419,500000,0.9948,0.9626,427476,1.1636,87,31,5717.5,1.74,90,0.9667,78,1.1154,0,77644,0.1561,0.2841,0,138623,0.2787,0.2893,0.4348,0.5734,5756,5185.0,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/10,日,日祝,,晴,23.0,15.0,計,529868,500000,1.0597,0.9742,705273,0.7513,94,31,5636.9,1.88,90,1.0444,111,0.8468,0,5120,0.0097,0.2485,0,116996,0.2208,0.2804,0.2305,0.5290,4941,6434.3,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/05/11,月,平日,,晴,24.0,17.0,計,285082,200000,1.4254,0.9947,313664,0.9089,33,11,8638.8,0.66,20,1.6500,47,0.7021,0,27413,0.0962,0.2386,0,76367,0.2679,0.2796,0.3640,0.5182,3211,5327.0,,0.0000,
