業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/06,金,平日,,曇,16.0,3.0,計,178445,160000,1.1153,1.3737,190817,0.9352,84,48,2124.3,0.95,84,1.0000,96,0.8750,0,161414,0.9046,0.3441,0,57677,0.3232,0.3242,1.2278,0.6683,2780,3851.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/07,土,土曜,,曇,11.0,6.0,計,351645,250000,1.4066,1.3815,293487,1.1982,167,74,2105.7,1.90,132,1.2652,167,1.0000,0,47498,0.1351,0.2939,0,95287,0.2710,0.3114,0.4060,0.6053,4436,4756.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/08,日,日祝,,晴,9.0,2.0,計,376347,200000,1.8817,1.4609,227335,1.6555,185,84,2034.3,2.10,105,1.7619,121,1.5289,0,10890,0.0289,0.2397,0,88831,0.2360,0.2960,0.2650,0.5358,4135,5460.9,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/09,月,平日,,晴,10.0,1.0,計,133214,100000,1.3321,1.4514,113207,1.1767,80,44,1665.2,0.91,53,1.5094,70,1.1429,0,42356,0.3180,0.2450,0,48220,0.3620,0.3005,0.6799,0.5455,2354,3395.4,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/10,火,平日,,晴,9.0,5.0,計,133322,100000,1.3332,1.4433,71653,1.8607,76,38,1754.2,0.86,53,1.4340,46,1.6522,0,67782,0.5084,0.2617,0,47474,0.3561,0.3040,0.8645,0.5657,2285,3500.8,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/11,水,平日,,晴,12.0,1.0,計,138173,120000,1.1514,1.4211,152289,0.9073,80,41,1727.2,0.91,63,1.2698,81,0.9877,0,65271,0.4724,0.2746,0,55174,0.3993,0.3099,0.8717,0.5845,2417,3430.0,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/12,木,平日,,晴,13.0,1.0,計,126439,100000,1.2644,1.4118,117554,1.0756,62,31,2039.3,0.70,53,1.1698,69,0.8986,0,80645,0.6378,0.2940,0,54869,0.4340,0.3165,1.0718,0.6105,2671,2840.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/13,金,平日,,曇,8.0,3.0,計,153876,170000,0.9052,1.3653,208255,0.7389,91,51,1690.9,1.03,89,1.0225,110,0.8273,0,124242,0.8074,0.3253,0,56368,0.3663,0.3195,1.1737,0.6448,2743,3365.9,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/14,土,土曜,,晴,13.0,4.0,計,444868,190000,2.3414,1.4562,222151,2.0025,209,89,2128.6,2.38,100,2.0900,123,1.6992,0,56204,0.1263,0.2955,0,110199,0.2477,0.3088,0.3741,0.6042,5120,5213.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/15,日,日祝,,曇,12.0,5.0,計,324451,230000,1.4107,1.4516,267451,1.2131,158,66,2053.5,1.80,121,1.3058,146,1.0822,0,,0.0000,0.2664,0,95884,0.2955,0.3075,0.2955,0.5738,4460,4364.8,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/16,月,平日,,晴,15.0,3.0,計,141578,110000,1.2871,1.4440,129000,1.0975,71,37,1994.1,0.81,58,1.2241,72,0.9861,0,276328,1.9518,0.3358,0,49998,0.3531,0.3093,2.3049,0.6452,2436,3487.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/17,火,平日,,晴,16.0,4.0,計,165740,150000,1.1049,1.4239,167908,0.9871,86,43,1927.2,0.98,79,1.0886,98,0.8776,0,20518,0.1238,0.3261,0,61322,0.3700,0.3121,0.4938,0.6382,2979,3338.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/18,水,平日,,雨,15.0,4.0,計,147717,140000,1.0551,1.4045,164530,0.8978,82,40,1801.4,0.93,74,1.1081,88,0.9318,0,58104,0.3933,0.3287,0,48882,0.3309,0.3129,0.7243,0.6416,2346,3777.9,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/19,木,平日,,曇,14.0,8.0,計,155447,130000,1.1957,1.3948,368614,0.4217,78,37,1992.9,0.89,68,1.1471,220,0.3545,0,45789,0.2946,0.3274,0,67078,0.4315,0.3176,0.7261,0.6450,3277,2846.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/20,金,日祝,,晴,14.0,3.0,計,478808,310000,1.5445,1.4098,162596,2.9448,270,107,1773.4,3.07,163,1.6564,89,3.0337,0,63321,0.1322,0.3061,0,112633,0.2352,0.3086,0.3675,0.6146,5240,5482.5,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/21,土,土曜,,晴,15.0,4.0,計,413766,280000,1.4777,1.4154,318964,1.2972,205,84,2018.4,2.33,147,1.3946,171,1.1988,0,73849,0.1785,0.2951,0,106157,0.2566,0.3041,0.4350,0.5992,4943,5022.4,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/22,日,日祝,,曇,16.0,5.0,計,391838,260000,1.5071,1.4219,300524,1.3038,197,77,1989.0,2.24,137,1.4380,162,1.2160,0,,0.0000,0.2728,0,98082,0.2503,0.3000,0.2503,0.5728,4570,5144.5,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/23,月,平日,,晴,17.0,9.0,計,89469,120000,0.7456,1.4004,111279,0.8040,48,27,1863.9,0.55,63,0.7619,58,0.8276,0,93965,1.0503,0.2859,0,50021,0.5591,0.3044,1.6093,0.5904,2434,2205.5,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/24,火,平日,,晴,18.0,6.0,計,180004,120000,1.5000,1.4034,149624,1.2030,95,44,1894.8,1.08,63,1.5079,98,0.9694,0,48932,0.2718,0.2855,0,59133,0.3285,0.3052,0.6003,0.5907,2854,3784.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/25,水,平日,,雨,13.0,9.0,計,174476,150000,1.1632,1.3945,179451,0.9723,85,42,2052.7,0.97,79,1.0759,84,1.0119,0,37139,0.2129,0.2832,0,57463,0.3293,0.3060,0.5422,0.5892,2737,3824.8,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/26,木,平日,,曇,17.0,11.0,計,152812,110000,1.3892,1.3944,139307,1.0969,92,48,1661.0,1.05,58,1.5862,73,1.2603,0,19127,0.1252,0.2791,0,67390,0.4410,0.3095,0.5662,0.5886,2717,3374.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/27,金,平日,,晴,20.0,6.0,計,170824,110000,1.5529,1.3985,126412,1.3513,86,45,1986.3,0.98,58,1.4828,72,1.1944,0,160299,0.9384,0.2980,0,71514,0.4186,0.3127,1.3570,0.6106,3347,3062.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/28,土,土曜,,晴,21.0,9.0,計,274457,270000,1.0165,1.3757,321961,0.8525,151,64,1817.6,1.72,142,1.0634,187,0.8075,0,23432,0.0854,0.2886,0,95380,0.3475,0.3142,0.4329,0.6028,4384,3756.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/29,日,日祝,,晴,22.0,12.0,計,406519,270000,1.5056,1.3830,318839,1.2750,189,82,2150.9,2.15,142,1.3310,180,1.0500,0,,0.0000,0.2709,0,100259,0.2466,0.3101,0.2466,0.5810,4505,5414.2,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/30,月,平日,,晴,23.0,15.0,計,162325,120000,1.3527,1.3823,152437,1.0649,96,49,1690.9,1.09,63,1.5238,91,1.0549,0,66544,0.4099,0.2742,0,78428,0.4832,0.3142,0.8931,0.5884,3546,2746.6,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/03/31,火,平日,,曇,25.0,15.0,計,143061,180000,0.7948,1.3615,293760,0.4870,72,35,1987.0,0.82,95,0.7579,155,0.4645,0,19641,0.1373,0.2714,0,88063,0.6156,0.3204,0.7529,0.5918,3975,2159.4,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/01,日,日祝,,晴,17.0,5.0,計,273227,350000,0.7806,0.7806,261606,1.0444,127,59,2151.4,3.74,280,0.4536,137,0.9270,0,3060,0.0112,0.0112,0,62280,0.2279,0.2279,0.2391,0.2391,2777,5903.4,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/02,月,平日,,曇,15.0,5.0,計,158633,180000,0.8813,0.8148,197229,0.8043,71,35,2234.3,2.09,117,0.6068,104,0.6827,0,135393,0.8535,0.3206,0,46459,0.2929,0.2518,1.1464,0.5724,2032,4684.0,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/03,火,平日,,雨,12.0,10.0,計,188789,180000,1.0488,0.8742,276000,0.6840,79,42,2389.7,2.32,117,0.6752,137,0.5766,0,12887,0.0683,0.2438,0,48058,0.2546,0.2526,0.3228,0.4965,2260,5012.1,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/04,水,平日,,曇,10.0,6.0,計,153304,180000,0.8517,0.8696,211055,0.7264,78,40,1965.4,2.29,117,0.6667,103,0.7573,0,31339,0.2044,0.2360,0,50218,0.3276,0.2675,0.5320,0.5035,2190,4200.1,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/05,木,平日,,晴,12.0,5.0,計,201158,180000,1.1175,0.9113,201776,0.9969,91,43,2210.5,2.68,117,0.7778,101,0.9010,0,29634,0.1473,0.2177,0,53786,0.2674,0.2675,0.4147,0.4852,2330,5180.0,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/06,金,平日,,晴,16.0,3.0,計,157509,200000,0.7875,0.8918,302960,0.5199,79,39,1993.8,2.32,130,0.6077,126,0.6270,0,119264,0.7572,0.2928,0,49229,0.3125,0.2737,1.0697,0.5665,2121,4455.7,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/07,土,土曜,,雨,10.0,6.0,計,262769,370000,0.7102,0.8508,302593,0.8684,120,56,2189.7,3.53,285,0.4211,137,0.8759,0,39895,0.1518,0.2662,0,75749,0.2883,0.2765,0.4401,0.5427,3449,4571.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/08,日,日祝,,晴,9.0,3.0,計,413322,330000,1.2525,0.9181,310398,1.3316,180,75,2296.2,5.29,264,0.6818,138,1.3043,0,3060,0.0074,0.2071,0,78555,0.1901,0.2567,0.1975,0.4638,3439,7211.2,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/09,月,平日,,晴,11.0,0.0,計,196467,180000,1.0915,0.9326,142440,1.3793,94,47,2090.1,2.76,117,0.8034,75,1.2533,0,62682,0.3190,0.2180,0,55145,0.2807,0.2591,0.5997,0.4771,2458,4795.8,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/10,火,平日,,雨,8.0,4.0,計,185569,180000,1.0309,0.9402,264234,0.7023,88,41,2108.7,2.59,117,0.7521,122,0.7213,0,17259,0.0930,0.2075,0,54880,0.2957,0.2622,0.3887,0.4696,2632,4230.3,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/11,水,平日,,晴,11.0,0.0,計,187270,180000,1.0404,0.9474,238629,0.7848,86,41,2177.6,2.53,117,0.7350,96,0.8958,0,67552,0.3607,0.2195,0,53597,0.2862,0.2641,0.6469,0.4836,2316,4851.6,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/12,木,平日,,晴,12.0,0.0,計,219604,190000,1.1558,0.9621,194217,1.1307,112,54,1960.8,3.29,124,0.9032,83,1.3494,0,18775,0.0855,0.2082,0,54024,0.2460,0.2625,0.3315,0.4707,2543,5181.4,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/13,金,平日,,曇,8.0,3.0,計,236652,200000,1.1833,0.9773,226555,1.0446,115,54,2057.8,3.38,130,0.8846,111,1.0360,0,123084,0.5201,0.2342,0,56731,0.2397,0.2606,0.7598,0.4949,2464,5762.6,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/14,土,土曜,,晴,13.0,4.0,計,377565,370000,1.0204,0.9822,370342,1.0195,167,71,2260.9,4.91,285,0.5860,173,0.9653,0,33453,0.0886,0.2171,0,73057,0.1935,0.2527,0.2821,0.4699,3235,7002.8,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/15,日,日祝,,晴,11.0,5.0,計,209567,350000,0.5988,0.9451,345737,0.6061,110,43,1905.2,3.24,280,0.3929,158,0.6962,0,3060,0.0146,0.2047,0,63220,0.3017,0.2557,0.3163,0.4605,2895,4343.4,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/16,月,平日,,晴,14.0,4.0,計,234227,190000,1.2328,0.9595,286211,0.8184,109,47,2148.9,3.21,124,0.8790,142,0.7676,0,170753,0.7290,0.2383,0,55815,0.2383,0.2546,0.9673,0.4929,2404,5845.9,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/17,火,平日,,晴,17.0,3.0,計,190587,190000,1.0031,0.9616,210106,0.9071,80,36,2382.3,2.35,124,0.6452,111,0.7207,0,165652,0.8692,0.2696,0,52369,0.2748,0.2556,1.1439,0.5252,2272,5033.1,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/18,水,平日,,雨,14.0,4.0,計,229844,190000,1.2097,0.9728,265083,0.8671,106,48,2168.3,3.12,124,0.8548,130,0.8154,0,161788,0.7039,0.2941,0,63482,0.2762,0.2568,0.9801,0.5508,2850,4838.8,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/19,木,平日,,晴,13.0,8.0,計,241405,200000,1.2070,0.9835,347774,0.6941,111,50,2174.8,3.26,130,0.8538,184,0.6033,0,46102,0.1910,0.2883,0,60919,0.2524,0.2565,0.4433,0.5448,2890,5011.9,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/20,金,日祝,,晴,16.0,3.0,計,373506,370000,1.0095,0.9855,236707,1.5779,193,93,1935.3,5.68,296,0.6520,152,1.2697,0,17428,0.0467,0.2691,0,72095,0.1930,0.2515,0.2397,0.5205,3090,7252.5,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/03/21,土,土曜,,晴,16.0,3.0,計,335840,370000,0.9077,0.9799,322178,1.0424,133,63,2525.1,3.91,285,0.4667,165,0.8061,0,30578,0.0910,0.2572,0,72380,0.2155,0.2491,0.3066,0.5062,3247,6205.9,,0.0000,
